parcel_id
888052
1096846
896522
907844
1232668
705891
1078305
1247458
1264693
754478
1079253
1144300
1147298
834071
716626
771490
1209004
1098152
1207929
865436
1043747
1264904
770899
1115470
1012845
825154
962457
1079034
1171506
1274346
1034282
1178894
1223053
704723
747672
1087085
1241174
865289
1015205
1231523
1231099
940246
1095428
704959
1147929
1076125
1002418
915589
1013099
1242216
1097734
718303
1238061
1164355
825634
1055398
1171437
1012870
1133599
844324
1269766
703598
1223673
986978
1248876
905320
922332
1149420
1271565
1113937
1055799
893913
913274
860417
1043048
692002
959931
1119536
1125152
1014896
747577
1214742
892932
985241
1112632
1232448
1214798
893962
1095561
1219605
1242951
935212
1015882
1133616
762820
1246470
1147863
1219748
772686
1046875
1201673
905980
897457
1236272
747502
895272
688598
1119972
1045088
828704
1223700
1242021
1102026
692670
1133831
1268927
1186441
1270315
1024905
1274206
827901
1044504
819593
1045111
704048
1151860
905842
905411
1245160
1245267
725715
1024421
821155
978281
1052155
1136360
762545
1223464
925094
1044180
704715
1266650
844790
752974
776130
1056436
1231465
925705
1630
907918
1120050
820124
1224577
735305
1265395
1026737
1003146
1113773
1236880
812308
1015124
1052381
1057145
1109086
927502
925057
705690
1074176
1133647
866662
787619
827466
1237009
835744
710513
1012929
897197
784630
1264364
1056443
1034316
1223339
763202
699353
1045031
733999
1157023
835405
1119480
967119
703966
704441
1036178
762918
1094083
1122561
1748
798454
1247303
1066692
925572
1264390
830212
894364
972359
1112608
829092
1227212
1246885
1092516
1190881
673773
703247
1016314
1249073
771475
706620
1265069
811826
674525
910908
1119577
784761
1265279
1157171
927854
1238405
1114023
723203
1119876
1269127
1259526
703349
1016163
1154560
1050484
1115021
910566
684092
992458
866721
940191
1101963
1154058
895237
723172
897857
1074268
1236734
708492
818628
1108963
1157287
1112666
1140824
1152014
1087536
1161795
927818
895946
1074348
1099658
704840
1238416
1117770
1261342
896930
1219280
703294
1275189
1246385
710801
1171413
1095317
1086165
893126
913778
940359
753227
1078561
895424
1026489
1134031
679292
1056110
1015977
1093731
829468
905896
1189760
894737
1275003
796370
1236703
1266123
1264407
731273
1119014
1239971
1219851
751759
889436
858243
679284
907558
1114898
730999
1078309
1270217
1025424
818254
995842
829557
1043085
819626
853584
1029467
893679
1187626
1015507
835394
1025000
1156593
1274958
921368
1246991
784855
1116051
1274711
772631
821255
1245430
796485
819540
920012
1237863
1117748
824777
1238704
1133726
1133784
1241722
911218
1275943
758915
828445
1266017
1025028
